name,u_star_2d,wsc,dir_metmast_60m,T_10m,wsp_metmast_10m,wsp_metmast_40m,wsp_metmast_60m,wsp_metmast_80m,wsp_metmast_100m
200811211640,0.767,-0.0238,328.406,4.63673,14.0526,17.3479,18.1864,18.8385,19.2128
200811211650,0.815,-0.0269,328.662,4.65559,15.2851,18.7299,19.489,20.0302,20.3674
200811211700,0.803,-0.0155,325.651,4.56767,15.6166,19.2387,20.1416,20.6407,20.8323
200811211710,0.808,-0.0275,326.611,4.65533,15.3034,18.6172,19.4535,20.0251,20.384
200811211720,0.825,-0.0121,324.562,4.64849,15.3606,19.0706,19.8047,20.1575,20.4905
200811211730,0.886,-0.0149,328.251,4.62191,15.6533,19.0175,19.8823,20.3939,20.6971
200811211740,0.825,-0.017,331.571,4.71546,14.84,17.7842,18.5761,19.0808,19.3968
200811211750,0.831,-0.0222,333.887,4.64341,14.6132,17.8721,18.6783,19.2664,19.8002
200811211800,0.811,-0.0245,335.45,4.68394,14.7091,18.1539,19.1593,19.873,20.1035
200811211810,0.811,-0.0024,333.676,4.63412,14.9979,18.445,19.1011,19.5304,19.7672
200811211820,0.883,-0.0098,336.122,4.5475,14.9057,17.75,18.6479,19.2855,19.6178
200811211830,0.776,-0.0132,338.411,4.53826,14.4822,17.3013,18.3788,19.165,19.5811
200811211840,0.716,-0.0134,340.69,4.45256,14.0547,17.1105,18.0793,18.7121,19.1544
200811211850,0.607,-0.0161,339.923,4.48248,12.2108,14.8732,15.6778,16.2292,16.8413
200811211900,0.767,-0.0249,341.79,4.42785,11.9034,14.3511,15.0808,15.9217,16.3344
200811211910,0.646,-0.0278,344.141,4.16384,12.2524,15.2594,15.7721,16.5214,16.992
200811211920,0.716,-0.0368,341.618,4.19059,12.6602,15.5906,16.6375,17.2658,17.6197
200811211930,0.746,-0.0274,340.297,4.08412,13.4957,16.1305,17.0308,17.6304,17.856
200811211940,0.64,-0.0225,339.351,4.12548,13.0863,15.8854,16.797,17.2755,17.6099
200811211950,0.731,-0.0287,340.557,4.15873,11.5104,14.2832,15.1071,15.9196,16.7505
200811212000,0.605,-0.0271,340.171,4.26939,12.4194,14.9036,15.5087,16.0708,16.4939
200811212010,0.683,-0.0252,341.613,4.25708,12.6101,15.583,16.4636,17.0168,17.3643
200811212020,0.673,-0.0305,343.174,4.11298,11.6621,14.3271,15.1695,15.9136,16.4627
200811212030,0.606,-0.0311,340.151,4.20798,11.3166,13.8705,14.8012,15.4452,15.7495
200811212040,0.625,-0.0277,339.642,4.25352,10.9782,14.1072,15.0114,15.6762,16.084
200811212050,0.558,-0.0269,340.422,4.32034,11.2916,13.8325,14.605,15.1339,15.3322
200811212100,0.662,-0.0168,335.894,4.36755,12.0094,14.6552,15.2878,15.7654,15.9472
200811212110,0.6,-0.0175,337.884,4.37528,11.604,14.2245,14.9622,15.396,15.7006
200811212120,0.668,-0.0267,339.433,4.38331,12.1231,14.8127,15.6032,16.0843,16.4018
200811212130,0.717,-0.0344,335.351,4.42485,11.3727,14.0439,14.7766,15.0746,15.2502
200811212140,0.553,-0.0344,339.244,4.41566,10.8021,13.1085,13.8828,14.6754,15.018
200811212150,0.549,-0.0333,344.588,4.30484,9.81938,12.2099,12.8118,13.2608,13.6846
200811212200,0.6,-0.0407,345.086,4.32653,9.87747,12.443,13.2003,13.9564,14.4437
200811212210,0.61,-0.045,344.06,4.44087,9.85492,12.4029,13.2275,13.7948,14.3082
200811212220,0.571,-0.0255,341.258,4.6649,11.0475,13.2592,14.105,14.6926,15.0814
200811212230,0.492,-0.025,339.887,4.8054,9.92992,12.3864,13.1741,13.7297,14.1453
200811212240,0.638,-0.0342,337.03,4.99798,11.4575,14.0198,14.7012,15.0651,15.3564
200811212250,0.543,-0.038,340.514,4.9046,10.8367,13.3207,14.0568,14.6066,14.9295
200811212300,0.554,-0.0394,343.767,4.92719,10.3762,12.9647,13.5448,14.1467,14.5958
200811212310,0.439,-0.0282,348.179,4.84346,9.389,11.4043,10.9297,11.658,12.5605
200811212320,0.584,-0.0401,342.128,4.87214,9.54278,11.9294,13.0825,13.9822,14.3849
200811212330,0.464,-0.0356,343.619,4.94845,9.56262,11.454,11.9673,12.2089,12.6142
200811212340,0.574,-0.04,345.283,4.96026,9.50772,12.1553,12.646,13.2721,13.818
200811212350,0.574,-0.0442,341.889,4.9244,9.09328,11.7621,12.6302,13.2686,13.7882
200811220000,0.513,-0.0361,344.194,5.01902,9.05862,11.5365,12.2377,12.7827,13.3308
200811220010,0.557,-0.0394,342.722,5.0543,9.52773,12.0537,12.6179,13.3642,13.6952
200811220020,0.415,-0.038,339.257,5.1079,9.4936,11.7157,12.502,13.1193,13.4515
200811220030,0.564,-0.0373,340.705,5.12329,9.38651,11.5639,12.0772,12.5527,12.9952
200811220040,0.523,-0.0357,344.073,4.94047,9.36901,11.7711,12.4943,13.0054,13.5022
200811220050,0.516,-0.0319,344.131,4.99708,9.56782,11.8865,12.5931,13.1522,13.4772
200811220100,0.541,-0.0286,344.177,5.0858,10.0798,12.3652,13.0066,13.2861,13.6611
200811220110,0.454,-0.0347,345.5,4.8973,8.78152,10.924,11.4619,11.8744,12.498
200811220120,0.505,-0.0328,344.279,4.98798,9.23187,11.494,12.3572,13.1045,13.6071
200811220130,0.505,-0.0403,343.443,4.99363,8.85649,11.0261,11.8086,12.3682,12.8891
200811220140,0.47,-0.0398,347.631,5.00885,9.01355,10.774,10.6565,10.6712,11.0818
200811220150,0.475,-0.0365,348.645,4.9032,8.55793,10.3779,9.16681,9.06634,9.49263
200811220200,0.491,-0.0311,349.22,4.90694,9.31541,11.627,11.409,12.0732,13.0224
200811220210,0.502,-0.0421,347.407,4.86218,8.41062,10.6925,10.8804,11.1557,11.4742
200811220220,0.454,-0.0432,346.951,4.87851,8.2448,10.7071,11.1733,11.5838,12.4191
200811220230,0.421,-0.0557,347.889,4.95903,8.20471,9.69677,9.08851,9.14476,9.95724
200811220240,0.336,-0.0401,345.959,4.8539,7.66187,9.33609,9.28358,9.21335,9.86617
200811220250,0.391,-0.0792,348.92,4.89948,7.35689,8.74072,7.62479,6.73721,7.40459
200811220300,0.46,-0.0476,349.162,5.10392,8.48791,10.58,10.26,10.212,11.0007
200811220310,0.351,-0.0327,347.238,5.09981,7.97946,9.95349,9.7331,9.75805,10.1875
200811220320,0.453,-0.0577,351.96,5.08126,7.6495,8.5516,6.80815,5.97658,6.45632
200811220330,0.597,-0.0645,350.447,5.21833,8.59667,10.971,10.3853,11.0119,12.1489
200811220340,0.405,-0.0668,352.9,5.10873,7.41734,8.44874,6.53708,5.76592,6.51504
200811220350,0.563,-0.0596,350.379,5.26961,8.33382,10.6932,9.97779,10.1269,10.8722
200811220400,0.486,-0.0378,352.692,5.2846,8.2768,10.0617,8.6005,8.50369,9.3932
200811220410,0.601,-0.055,351.848,5.3706,9.09297,11.0163,9.84754,10.2797,11.3053
200811220420,0.546,-0.0598,354.059,5.35562,8.44054,9.67561,7.62301,7.24204,8.13618
200811220430,0.418,-0.0534,358.982,5.34617,7.08021,8.01762,5.70742,5.21514,5.94761
200811220440,0.272,-0.0684,357.754,5.42008,6.32661,6.50859,5.93472,5.86036,6.56964
200811220450,0.385,-0.0483,356.207,5.47169,7.87755,8.35052,6.48526,6.08757,6.6124
200811220500,0.48,-0.0622,355.659,5.4872,7.28489,8.23154,6.6885,6.14805,6.55269
200811220510,0.409,-0.035,349.017,5.43,8.24656,9.98974,9.33729,8.69392,9.56919
200811220520,0.555,-0.0385,349.922,5.64723,9.10636,11.0357,10.3693,10.4238,10.8988
200811220530,0.398,-0.0444,353.424,5.6709,8.03065,9.25082,7.52621,7.10562,7.52706
200811220540,0.415,-0.0621,357.135,5.68819,8.02126,8.682,6.88674,6.21187,6.43821
200811220550,0.282,-0.0631,359.293,5.61063,5.85407,6.09001,5.05186,4.9382,5.30919
200811220600,0.262,-0.0992,0.338203,5.28229,4.34585,4.67083,4.10988,3.71367,4.48114
200811220610,0.326,-0.074,0.578483,4.99751,3.75362,4.50147,4.01741,4.20023,4.81558
200811220620,0.389,-0.0934,3.66126,4.9861,4.11429,4.64747,4.11968,3.79278,4.53635
200811220630,0.224,-0.0579,5.00791,5.26355,5.58135,5.03151,3.58681,3.14077,4.33128
200811220640,0.327,-0.086,2.70709,5.18798,5.02321,4.91103,4.17731,3.51977,4.28547
200811220650,0.335,-0.0543,4.86035,4.95075,4.84676,4.9715,3.87082,3.22886,3.90593
200811220700,0.263,-0.0876,4.9643,4.95372,4.59805,4.46954,3.46979,3.44184,4.48887
200811220710,0.269,-0.0487,5.10014,5.00564,4.80548,4.80035,3.83364,3.62456,4.93177
200811220720,0.365,-0.0406,11.5689,5.08434,4.61013,5.35539,4.9149,6.05522,6.97836
200811220730,0.263,-0.0688,3.90375,5.22877,4.42224,4.76001,3.83224,3.75625,4.39264
200811220740,0.353,-0.0873,2.5937,5.36216,4.59308,4.87352,4.17457,3.97279,4.54907
200811220750,0.298,-0.0725,3.86249,5.42286,4.56893,4.69626,4.15272,3.72745,4.68542
200811220800,0.15,-0.0778,1.47788,5.45237,4.2172,4.30011,3.97281,3.9783,5.09955
200811220810,0.322,-0.0483,8.69858,5.30859,4.74291,5.08249,3.78766,3.94234,5.14208
200811220820,0.3,-0.0469,9.36678,5.30546,4.62294,4.86409,3.88905,3.6211,5.12929
200811220830,0.318,-0.046,10.9514,5.15724,4.62772,4.75629,3.68721,3.85051,5.13692
200811220840,0.318,-0.0311,12.9572,4.99213,4.9551,5.67037,4.11313,4.24919,5.58719
200811220850,0.327,-0.0418,12.5722,4.86073,4.89528,5.34207,3.93555,4.02193,5.6699
200811220900,0.346,-0.0475,15.1609,4.84345,4.67323,5.83289,5.01423,5.95119,7.50836
200811220910,0.342,-0.0376,17.9958,4.71578,3.96091,6.06874,7.27096,8.15897,9.54311
200811220920,0.339,-0.0237,18.7598,4.76783,4.08083,5.82175,6.7886,7.83056,9.27321
200811220930,0.324,-0.0216,18.2398,4.90062,4.14934,5.32905,6.28951,7.99565,9.25049
200811220940,0.315,-0.0194,16.8246,4.92277,4.28815,5.4545,6.13032,8.3328,9.62352
200811220950,0.301,-0.0138,17.6948,5.02384,4.34999,5.35275,5.94369,7.95451,9.19351
200811221000,0.279,-0.0144,17.7811,5.11271,4.25947,5.17605,5.89808,7.52561,8.79547
200811221010,0.312,-0.0093,17.4999,5.26259,3.85648,5.14326,6.05818,7.13545,8.24838
200811221020,0.363,-0.011,18.6038,5.44947,4.32423,6.18184,7.03727,7.77142,8.70828
200811221030,0.328,-0.0118,18.1661,5.46739,4.47711,6.02187,6.85801,7.61871,8.65111
200811221040,0.372,-0.0067,17.5581,5.45444,4.20363,5.35604,6.00817,7.44821,8.5303
200811221050,0.37,-0.0055,17.2584,5.48815,4.45081,5.36097,5.9883,7.50387,8.58155
200811221100,0.437,-0.008,13.2486,5.59779,4.26915,4.93137,5.29344,6.65834,7.51167
200811221110,0.371,-0.0019,12.1142,5.67619,4.1724,4.81214,5.16955,6.25778,6.86775
200811221120,0.363,-0.001,12.2943,5.73213,4.25002,4.78373,5.22628,6.52444,7.00133
200811221130,0.307,0.0018,9.89488,5.7873,4.55071,4.93445,4.96439,6.09146,6.85361
200811221140,0.403,0.0031,12.7047,5.78746,5.11718,5.58921,5.65814,6.98665,7.5793
200811221150,0.396,0.0053,12.0968,5.75738,4.7778,5.23646,5.43733,6.85769,7.59513
200811221200,0.401,0.0061,8.70341,5.79347,4.93943,5.27149,5.16764,6.17719,6.62698
200811221210,0.431,0.0063,8.516,5.79137,5.3115,5.43352,5.28522,6.3398,6.61367
200811221220,0.379,0.0061,7.8712,5.83665,4.57656,4.82146,4.82266,5.81912,6.3477
200811221230,0.498,0.0108,12.8887,5.84156,4.63003,5.0339,5.02837,5.79478,6.21521
200811221240,0.386,0.0118,13.2625,5.89012,4.94121,5.87445,5.94288,6.82299,7.25183
200811221250,0.424,0.0009,12.751,5.7705,5.39888,5.51701,5.61529,6.75113,7.30246
200811221300,0.382,0.0062,8.44325,5.7879,4.76878,4.91403,4.55103,5.80382,6.26982
200811221310,0.33,0.004,11.6422,5.75775,4.8967,5.4164,5.45535,6.30328,6.59231
200811221320,0.322,-0.0008,7.78899,5.68872,4.63741,4.77596,4.80001,5.42975,5.76655
200811221330,0.352,-0.0008,6.54965,5.66867,4.03592,4.29767,3.98338,4.9263,5.42582
200811221340,0.35,-0.002,13.0464,5.57112,4.15385,4.77287,4.85091,5.8669,6.36927
200811221350,0.379,-0.0161,9.9657,5.46847,4.04512,4.46809,4.58501,5.10843,5.42189
200811221400,0.33,-0.016,11.7002,5.44947,3.91091,4.56907,4.75261,5.63839,6.12323
200811221410,0.284,-0.0219,0.827494,5.41179,3.93999,4.89643,4.74629,5.72881,6.02871
200811221420,0.375,-0.0147,9.07847,5.30815,3.28989,4.06928,4.20383,5.06493,5.39679
200811221430,0.253,-0.0117,5.12065,5.35348,3.44107,3.83334,3.68843,4.39259,4.67932
200811221440,0.24,-0.0168,359.277,5.12528,3.34379,4.11891,3.86541,4.71381,4.82363
200811221450,0.424,-0.0461,5.01429,5.04379,3.40293,4.25289,4.03846,4.57806,4.94492
200811221500,0.463,-0.0678,11.3793,4.81763,4.01604,5.25688,5.45225,6.38287,6.74552
200811221510,0.353,-0.0464,12.8675,4.84267,4.17473,5.29252,5.66886,7.14042,7.83684
200811221520,0.284,-0.0204,18.8762,4.56428,4.01275,5.06558,5.70954,7.02118,7.98922
200811221530,0.244,-0.0489,5.66098,4.7364,4.20237,4.26499,3.54024,3.75225,4.72841
200811221540,0.424,-0.1022,5.04503,4.79025,4.18222,4.29963,3.48596,3.48141,4.80938
200811221550,0.182,-0.0458,12.6841,4.5248,4.6112,4.68017,3.59412,3.50611,4.43256
200811221600,0.224,-0.0407,10.8166,4.35814,4.06213,4.84353,3.47479,3.50405,4.4398
200811221610,0.187,-0.0477,9.48929,4.70375,4.53692,4.3715,3.33215,3.64385,4.72587
200811221620,0.488,-0.1089,9.83724,4.15045,3.31299,4.69925,3.87803,3.6105,4.18306
200811221630,0.319,-0.0844,5.69641,3.93498,2.30687,4.17425,3.67165,3.45703,3.86683
200811221640,0.214,-0.0389,4.49965,3.99077,2.49624,3.57774,3.7217,3.68698,3.83436
200811221650,0.15,-0.0308,358.01,3.95051,2.81627,3.46276,2.87976,3.07652,3.68931
200811221700,0.214,-0.1018,356.592,4.06559,3.16639,4.5937,4.19304,3.96133,4.26357
200811221710,0.201,-0.0585,353.43,4.32444,4.12206,6.57425,5.40753,5.16811,5.72521
200811221720,0.259,-0.0455,346.967,4.82826,6.29556,8.73417,8.24811,8.44082,9.3627
200811221730,0.185,-0.0283,345.214,5.11234,6.49352,8.58509,8.74148,8.84065,9.36267
200811221740,0.391,-0.0759,349.147,5.20583,6.51595,8.41622,7.79967,7.60869,8.29992
200811221750,0.323,-0.0585,347.004,5.34763,6.56979,8.66344,8.06161,8.08778,8.7833
200811221800,0.277,-0.0903,349.533,5.44306,6.66783,8.29712,7.37844,6.91243,7.52008
200811221810,0.303,-0.045,344.442,5.41976,6.86173,9.32517,9.85285,10.2972,10.5716
200811221820,0.261,-0.0299,339.987,5.63377,7.40643,9.83784,10.6777,11.2533,11.5587
200811221830,0.254,-0.0353,341.279,5.6704,6.91212,9.06246,9.55415,9.97723,10.383
200811221840,0.289,-0.0344,342.284,5.75548,6.839,9.19141,9.5806,9.86684,10.2996
200811221850,0.302,-0.0462,343.204,5.74663,6.74785,9.15773,9.64064,9.7512,10.1904
200811221900,0.286,-0.0431,342.441,5.87193,6.78761,9.05902,9.41993,9.59257,10.0533
200811221910,0.291,-0.0404,337.678,6.08344,7.42352,9.961,10.9546,11.6023,12.011
200811221920,0.377,-0.0494,335.121,6.34415,8.46684,11.1512,11.8248,12.2695,12.505
200811221930,0.477,-0.0541,333.866,6.4145,8.90716,11.5859,12.4402,12.9361,13.2124
200811221940,0.439,-0.0526,338.531,6.35095,8.88528,11.7433,12.5294,12.8922,13.0504
200811221950,0.469,-0.0501,338.551,6.51013,9.13821,11.7103,12.6471,13.2943,13.4114
200811222000,0.474,-0.0467,337.501,6.53074,9.13286,11.8745,12.6917,13.2535,13.52
200811222010,0.536,-0.0584,335.055,6.65253,9.61441,12.4152,13.1633,13.6958,13.9037
200811222020,0.493,-0.0551,336.496,6.67321,9.27433,11.8209,12.6103,13.1104,13.3559
200811222030,0.5,-0.0648,335.526,6.73871,9.43919,12.442,13.2179,13.7359,13.9797
200811222040,0.59,-0.0699,336.768,6.72931,9.83294,12.6531,13.5792,14.0984,14.2945
200811222050,0.5,-0.0587,335.07,6.78258,10.3925,13.4115,14.2029,14.6976,14.8829
200811222100,0.489,-0.0543,334.458,6.81049,10.5959,13.4007,14.2172,14.6419,14.8503
200811222110,0.557,-0.0497,334.421,6.88517,10.7677,13.5751,14.4562,14.9179,15.0558
200811222120,0.548,-0.0601,334.324,6.91236,10.3459,13.3484,14.1923,14.5818,14.8112
200811222130,0.542,-0.0666,331.879,6.99744,9.74714,12.5668,13.237,13.7093,14.0803
200811222140,0.576,-0.0636,332.124,7.03483,9.9638,12.91,13.5998,14.0257,14.1306
200811222150,0.522,-0.0567,331.529,7.10873,10.3972,13.5674,14.3175,14.7846,14.917
200811222200,0.572,-0.0613,332.335,7.03751,10.2591,13.158,13.9734,14.4073,14.6065
200811222210,0.555,-0.062,332.31,7.06599,10.1077,12.9288,13.6223,14.0874,14.332
200811222220,0.576,-0.0626,332.935,7.208,10.4331,13.3745,14.122,14.446,14.6138
200811222230,0.497,-0.05,336.9,7.19935,9.3732,11.7909,12.5191,12.9473,13.1774
200811222240,0.399,-0.0605,349.939,6.94894,8.16646,10.2923,9.70661,9.55323,9.7689
200811222250,0.298,-0.0559,1.77669,6.25366,5.04781,6.0578,4.52123,4.10639,4.59662
200811222300,0.248,-0.0842,359.056,6.16301,4.1226,5.89799,4.47657,3.88941,5.03813
200811222310,0.27,-0.0759,353.487,5.93107,3.71817,6.2549,5.38164,4.85293,5.78393
200811222320,0.357,-0.0862,351.683,5.81236,3.4048,6.89219,5.64033,4.84406,5.27691
200811222330,0.375,-0.1183,356.582,5.95114,4.93136,6.5778,5.08188,4.62556,5.82196
200811222340,0.335,-0.1146,356.926,6.1183,5.06487,7.24145,6.46252,5.96975,5.99598
200811222350,0.345,-0.1288,351.843,6.06146,5.37792,7.38075,6.57103,5.57795,5.82431
200811230000,0.379,-0.1118,2.21431,5.9073,4.1272,5.20592,4.45407,4.30565,5.33403
200811230010,0.391,-0.1251,6.10875,5.86135,5.09732,5.75882,4.56244,4.25679,5.04632
200811230020,0.374,-0.1114,2.96419,5.62279,3.99984,5.07261,4.75213,4.74164,4.64416
200811230030,0.321,-0.0991,7.0418,5.11126,3.62174,4.88809,4.26452,4.15436,4.47367
200811230040,0.201,-0.0275,6.55386,4.66856,2.87543,4.26822,4.1625,4.13895,4.10289
200811230050,0.203,-0.0845,4.18775,4.90379,2.68147,4.10516,4.02608,4.45674,4.65356
200811230100,0.326,-0.1047,4.35412,5.03665,2.98834,4.19473,3.77429,3.88896,4.39514
200811230110,0.372,-0.1345,6.21949,4.50655,2.50674,4.36399,4.43354,4.39486,4.26208
200811230120,0.338,-0.0755,5.85047,4.61556,2.91553,4.80984,4.37136,4.13044,4.5621
200811230130,0.358,-0.1016,7.3379,4.74972,3.18344,4.91391,4.50713,4.02851,4.38797
200811230140,0.378,-0.1421,5.99234,5.22159,4.28816,5.0275,4.12031,4.06728,4.61193
200811230150,0.375,-0.0881,11.8581,5.01118,4.11386,5.15583,3.59255,3.31479,3.89556
200811230200,0.143,-0.0526,13.7991,4.34114,2.73095,5.28598,4.78996,4.08045,3.9193
200811230210,0.18,-0.0386,11.6339,4.47575,2.45803,5.0229,4.19975,3.79869,3.67059
200811230240,0.233,-0.058,4.67368,5.05468,2.49611,3.88857,3.61449,3.59545,3.7155
200811230250,0.215,-0.0548,5.38835,4.9132,2.6242,4.04405,3.9271,3.60405,3.78808
200811230300,0.158,-0.0284,7.38008,4.76929,2.98398,3.93473,3.61603,3.66554,4.16633
200811230310,0.366,-0.1564,7.44407,4.67025,2.89279,4.52796,4.14071,4.01585,3.86824
200811230320,0.189,-0.0641,11.1795,3.94143,2.55297,4.50568,4.12765,3.97113,3.94579
200811230330,0.242,-0.0491,10.1032,4.87018,3.23045,4.49276,3.71896,3.50743,3.62217
200811230400,0.194,-0.0422,6.70205,4.53221,2.04351,3.46851,3.51663,3.44732,3.95864
200811230410,0.196,-0.0491,3.90061,4.49799,2.16951,3.54127,3.43375,3.72408,4.20499
200811230420,0.178,-0.0621,1.95965,4.786,2.46451,3.60294,3.26539,3.24467,3.74228
200811230430,0.1,-0.0384,6.56944,4.18782,2.24819,4.23823,3.81545,3.58931,3.94877
200811230940,0.094,-0.0049,149.44,1.44311,2.10215,3.91867,3.81602,3.77993,3.77208
200811230950,0.115,-0.0081,155.24,1.49258,2.18863,4.39012,4.32101,4.24921,4.10228
200811231100,0.121,-0.0074,160.389,3.34248,2.04401,4.16164,4.90577,4.76169,4.56369
200811231110,0.141,-0.0041,163.163,3.5064,2.04182,4.25054,5.26288,5.08693,4.87391
200811231130,0.141,-0.0045,164.314,3.70471,2.14575,4.12502,5.4399,6.36506,6.07782
200811231140,0.153,-0.0048,173.092,3.78615,2.79803,4.75436,6.00464,6.36217,6.1838
200811231150,0.118,-0.0022,171.558,3.70614,2.99885,4.72792,6.29607,6.45908,6.31818
200811231200,0.126,-0.0028,173.354,3.87075,2.81482,4.91267,6.23301,6.94574,6.7175
200811231210,0.105,-0.001,180.149,3.82261,2.83776,4.88471,6.22719,6.57001,6.33039
200811231220,0.181,-0.0055,173.74,4.03168,2.67726,4.28321,5.1652,5.85348,5.97402
200811231230,0.091,-0.0015,150.728,4.37864,3.13496,4.03532,4.43011,4.93328,5.6755
200811231240,0.139,-0.0033,149.945,4.27587,2.85132,3.9594,4.49066,5.41858,6.15548
200811231250,0.13,-0.0038,150.395,4.36307,3.17469,4.46807,5.01833,6.00091,6.12863
200811231300,0.205,-0.0018,154.989,4.30773,2.79564,4.37367,5.23819,6.25669,6.467
200811231310,0.181,-0.0003,164.162,4.42754,2.55545,4.22774,5.2299,6.25203,6.80451
200811231320,0.173,-0.0021,157.365,4.63828,2.5041,4.00487,4.80266,5.70888,6.17445
200811231330,0.119,-0.0005,142.74,4.57994,2.96564,3.39429,4.10304,4.79178,5.53153
200811231340,0.111,-0.0025,140.155,4.60372,3.13868,3.70843,4.25742,4.87714,5.35018
200811231350,0.139,-0.0046,130.058,4.54075,3.38931,4.3448,4.72198,4.90544,5.16527
200811231400,0.152,-0.006,126.383,4.58527,3.30257,4.31313,4.73884,5.01771,4.99325
200811231410,0.111,-0.0036,126.852,4.62312,2.77895,3.98962,4.48193,4.84759,5.01084
200811231420,0.079,-0.002,124.932,4.47377,2.89342,4.11918,4.56607,4.98234,5.09715
200811231430,0.069,-0.0021,127.294,4.38122,2.62087,4.04949,4.44354,4.95076,5.06641
200811231450,0.085,-0.0037,124.746,3.78993,2.32828,3.73751,4.1371,4.31742,4.42359
200811231500,0.088,-0.0032,127.534,3.75856,2.55529,4.09711,4.39921,4.51052,4.26862
200811231520,0.07,-0.0027,121.792,3.47594,2.81096,4.77987,4.88585,5.08408,4.8017
200811231530,0.052,-0.0025,122.28,3.47723,2.78743,5.28308,5.54442,5.31361,5.14616
200811231540,0.072,-0.0032,126.192,3.45391,2.65602,4.81921,5.2346,5.15395,4.9147
200811231550,0.069,-0.0014,125.979,3.28532,2.97471,5.13089,5.6219,5.48029,5.0242
200811231600,0.11,-0.0059,120.882,3.1498,3.54701,6.13352,6.20503,5.94152,5.20978
200811231610,0.131,-0.009,118.745,3.15132,3.65723,6.03291,6.48699,6.26487,5.28732
200811231620,0.119,-0.0068,118.65,3.17919,3.52684,5.7438,6.65183,6.58412,5.90881
200811231630,0.095,-0.0068,118.499,2.81607,3.29952,5.94913,6.76058,6.56284,5.91295
200811231640,0.107,-0.006,116.472,2.50593,3.41711,6.1741,6.93456,7.02203,6.24572
200811231650,0.124,-0.0061,113.139,2.32916,3.19468,5.85242,7.09137,6.83108,6.90411
200811231700,0.11,-0.0067,119.755,2.48529,2.75794,5.41174,6.55091,6.58287,6.48028
200811231710,0.102,-0.0051,119.084,2.3903,3.37307,5.87435,6.57127,6.60905,6.55191
200811231720,0.09,-0.0045,115.149,2.17402,3.42648,6.25328,6.77254,7.11038,7.35808
200811231730,0.114,-0.0046,113.97,2.1748,3.37533,6.48301,7.22443,7.58711,7.64438
200811231740,0.182,-0.0142,111.299,2.25014,3.58971,6.56853,7.22994,7.68862,7.7158
200811231750,0.097,-0.0042,106.409,1.88941,3.17191,5.99402,7.33716,7.76282,7.92563
200811231800,0.105,-0.0072,103.21,1.68556,2.98783,5.49638,6.98309,7.78825,8.09274
200811231810,0.069,-0.0019,107.19,1.49185,2.39107,5.08434,6.99841,7.98153,8.16981
200811231820,0.104,-0.0052,109.026,1.51714,3.0329,5.52951,6.95561,7.81267,7.93884
200811231830,0.125,-0.0057,113.308,1.47006,3.2058,6.11322,7.25883,7.91919,7.97465
200811231840,0.149,-0.0092,108.307,1.46606,3.84768,6.60612,7.51057,8.02081,8.11531
200811231850,0.181,-0.014,104.157,1.29872,3.85863,6.97717,7.8968,8.38876,8.46264
200811231900,0.187,-0.0138,100.955,1.33777,4.06762,7.41394,8.33314,8.49793,8.60821
200811231910,0.163,-0.0147,96.1543,1.35244,4.56303,7.91221,8.68906,8.93774,9.16223
200811231920,0.19,-0.0173,95.3066,1.2729,4.21853,7.69064,9.00097,9.20674,9.38777
200811231930,0.155,-0.0088,96.5515,1.34563,3.85617,6.77567,8.72908,9.13967,9.46659
200811231940,0.133,-0.0092,95.8757,1.49169,3.48984,6.34204,8.3279,9.04524,9.36769
200811231950,0.081,-0.0041,99.3652,1.32385,2.74419,4.95552,6.88884,8.17508,8.70998
200811232000,0.074,-0.0032,105.538,0.864732,2.47809,4.3481,5.86267,7.50974,8.12752
200811232010,0.08,-0.0025,105.261,0.781047,2.66365,4.87751,6.49606,7.65188,8.24701
200811232020,0.078,-0.0033,102.934,0.842399,2.86256,5.18411,7.19315,7.9714,8.54659
200811232030,0.081,-0.0029,109.208,0.853144,2.88668,5.31886,6.80077,7.71877,8.35458
200811232040,0.062,-0.0021,115.585,0.88425,2.60734,5.36986,6.3091,6.74622,7.72175
200811232110,0.082,-0.0037,118.114,0.492583,2.38025,5.37458,6.00098,6.21232,6.66403
200811232120,0.1,-0.0048,118.727,0.590098,2.51637,5.54373,6.19213,6.12213,6.45355
200811232130,0.087,-0.0034,120.372,0.663822,2.47068,4.91859,6.22476,6.23578,6.56036
200811232150,0.13,-0.0008,97.7237,0.719962,3.35181,5.40598,5.85614,6.09254,6.27297
200811232200,0.096,-0.0052,100.667,0.81466,2.65376,5.48303,6.2514,6.34227,6.27137
200811232210,0.096,-0.0041,96.896,1.12612,3.308,5.68865,5.81211,5.9147,6.05503
200811232220,0.104,-0.0089,96.0004,1.58221,3.32754,5.52782,5.74673,5.90689,6.06447
200811232230,0.065,0.008,87.7944,1.1507,3.62469,5.85768,6.13996,6.40823,6.60111
200811232240,0.082,-0.0056,84.4522,1.10158,3.74593,5.98385,6.20473,6.37076,6.51974
200811232250,0.11,-0.0059,83.1714,1.24882,3.70674,6.0917,6.28387,6.40851,6.61339
200811232300,0.138,-0.0085,85.7039,1.06016,3.48325,5.71039,6.06805,6.26806,6.55141
200811232310,0.101,-0.0033,87.7701,0.885477,3.30059,5.5956,6.23983,6.17508,6.18283
200811232320,0.125,-0.005,81.7421,0.839467,3.51691,5.8425,6.31292,6.4083,6.75153
